timestamp,second,camera_index,width,height,target_fps,mode,infer_skip,model_complexity,max_num_hands,jpeg_quality,video_enabled,camera_fps,process_fps,infer_fps,ws_fps,mjpeg_fps,cpu_percent,memory_mb,read_ms,preprocess_ms,inference_ms,encode_ms,loop_ms,area,scale,motion,clients,frame_shape,hand_detected,landmark_count,pinch_distance,confidence
1781518120.27,1,0,640,480,10.0,opencv,3,0,1,70,False,9.854,9.854,0.0,9.854,0.0,40.3,52.0,36.224,31.082,11.093,0.0,78.794,7745.591,1.042,0.909,0,480x640x3,0,0.0,0.0,
1781518121.154,2,0,640,480,10.0,opencv,3,0,1,70,False,8.994,8.994,0.0,8.994,0.0,44.1,52.0,35.842,29.331,11.4,0.0,76.972,5301.944,0.876,1.0,0,480x640x3,0,0.0,0.0,
1781518122.154,3,0,640,480,10.0,opencv,3,0,1,70,False,9.991,9.991,0.0,9.991,0.0,43.5,52.0,35.333,29.021,11.332,0.0,76.086,2985.5,0.721,0.9,0,480x640x3,0,0.0,0.0,
1781518123.154,4,0,640,480,10.0,opencv,3,0,1,70,False,9.993,9.993,0.0,9.993,0.0,42.6,51.8,34.602,28.777,11.13,0.0,74.911,2487.3,0.687,0.9,0,480x640x3,0,0.0,0.0,
1781518124.159,5,0,640,480,10.0,opencv,3,0,1,70,False,9.949,9.949,0.0,9.949,0.0,36.6,52.1,37.266,28.856,11.157,0.0,77.673,1888.5,0.647,0.9,0,480x640x3,0,0.0,0.0,
1781518125.181,6,0,640,480,10.0,opencv,3,0,1,70,False,9.733,9.733,0.0,9.733,0.0,39.3,52.2,37.24,30.063,11.655,0.0,79.356,1106.5,0.615,0.4,0,480x640x3,0,0.0,0.0,
1781518126.161,7,0,640,480,10.0,opencv,3,0,1,70,False,9.925,9.925,0.0,9.925,0.0,38.6,52.0,34.381,28.982,11.228,0.0,74.991,1387.15,0.627,0.7,0,480x640x3,0,0.0,0.0,
1781518127.161,8,0,640,480,10.0,opencv,3,0,1,70,False,9.921,9.921,0.0,9.921,0.0,40.1,51.8,34.541,29.031,11.267,0.0,75.245,2503.1,0.699,0.8,0,480x640x3,0,0.0,0.0,
1781518128.162,9,0,640,480,10.0,opencv,3,0,1,70,False,9.913,9.913,0.0,9.913,0.0,42.1,51.9,34.604,29.046,11.344,0.0,75.407,2808.9,0.715,0.9,0,480x640x3,0,0.0,0.0,
1781518129.173,10,0,640,480,10.0,opencv,3,0,1,70,False,9.811,9.811,0.0,9.811,0.0,42.6,51.9,34.195,29.607,11.654,0.0,75.873,2286.2,0.675,0.8,0,480x640x3,0,0.0,0.0,
