timestamp,second,camera_index,width,height,target_fps,mode,infer_skip,model_complexity,max_num_hands,jpeg_quality,video_enabled,camera_fps,process_fps,infer_fps,ws_fps,mjpeg_fps,cpu_percent,memory_mb,temp_c,throttled_raw,throttled_flags,read_ms,preprocess_ms,inference_ms,encode_ms,loop_ms,area,scale,motion,clients,frame_shape,hand_detected,landmark_count,pinch_distance,confidence
1781524036.443,1,1,640,480,10.0,opencv,3,0,1,90,True,10.066,10.066,0.0,10.066,10.066,39.6,52.4,55.8,0x80000,throttled,3.834,28.379,12.06,15.825,60.603,7757.636,1.041,1.0,0,480x640x3,0,0.0,0.0,
1781524037.368,2,1,640,480,10.0,opencv,3,0,1,90,True,8.836,8.836,0.0,8.836,8.836,52.5,52.9,56.4,0x80000,throttled,4.206,43.046,12.572,18.423,78.646,9486.278,1.023,1.0,0,480x640x3,0,0.0,0.0,
1781524038.385,3,1,640,480,10.0,opencv,3,0,1,90,True,9.664,9.664,0.0,9.664,9.664,56.2,52.6,56.9,0x80000,throttled,3.838,42.167,12.208,15.524,74.134,41659.75,1.334,1.0,0,480x640x3,0,0.0,0.0,
1781524039.384,4,1,640,480,10.0,opencv,3,0,1,90,True,9.666,9.666,0.0,9.666,9.666,53.0,52.8,56.9,0x80000,throttled,3.922,39.335,12.785,15.39,71.836,10296.6,1.168,1.0,0,480x640x3,0,0.0,0.0,
1781524040.385,5,1,640,480,10.0,opencv,3,0,1,90,True,9.653,9.653,0.0,9.653,9.653,48.5,52.7,55.8,0x80000,throttled,3.564,28.088,13.502,15.851,61.514,54414.0,1.621,1.0,0,480x640x3,0,0.0,0.0,
1781524041.386,6,1,640,480,10.0,opencv,3,0,1,90,True,9.649,9.649,0.0,9.649,9.649,48.2,53.0,56.9,0x80000,throttled,3.786,28.65,13.102,15.382,61.377,91741.45,2.0,1.0,0,480x640x3,0,0.0,0.0,
1781524042.386,7,1,640,480,10.0,opencv,3,0,1,90,True,9.648,9.648,0.0,9.648,9.648,46.2,52.9,56.9,0x80000,throttled,3.616,28.997,12.474,15.398,60.882,7736.5,1.048,0.9,0,480x640x3,0,0.0,0.0,
1781524043.388,8,1,640,480,10.0,opencv,3,0,1,90,True,9.63,9.63,0.0,9.63,9.63,46.3,52.9,56.9,0x80000,throttled,3.611,28.934,12.417,15.459,60.816,12728.15,1.122,0.8,0,480x640x3,0,0.0,0.0,
1781524044.388,9,1,640,480,10.0,opencv,3,0,1,90,True,9.633,9.633,0.0,9.633,9.633,43.5,52.9,56.9,0x80000,throttled,3.599,29.128,12.224,14.969,60.333,169376.5,1.912,1.0,0,480x640x3,0,0.0,0.0,
1781524045.388,10,1,640,480,10.0,opencv,3,0,1,90,True,9.627,9.627,0.0,9.627,9.627,41.1,52.7,56.9,0x80000,throttled,3.593,28.905,11.857,14.942,59.681,4943.8,0.764,0.2,0,480x640x3,0,0.0,0.0,
