timestamp,second,camera_index,width,height,target_fps,mode,infer_skip,model_complexity,max_num_hands,jpeg_quality,video_enabled,camera_fps,process_fps,infer_fps,ws_fps,mjpeg_fps,cpu_percent,memory_mb,temp_c,throttled_raw,throttled_flags,read_ms,preprocess_ms,inference_ms,encode_ms,loop_ms,area,scale,motion,clients,frame_shape,hand_detected,landmark_count,pinch_distance,confidence
1781523983.149,1,1,640,480,15.0,opencv,3,0,1,70,False,15.326,15.326,0.0,15.326,0.0,53.1,51.9,53.7,0x0,ok,3.674,28.471,11.226,0.0,43.749,22487.531,1.643,1.0,0,480x640x3,0,0.0,0.0,
1781523984.166,2,1,640,480,15.0,opencv,3,0,1,70,False,14.146,14.146,0.0,14.146,0.0,61.7,52.4,53.7,0x0,ok,3.715,28.736,11.338,0.0,44.172,22937.633,1.751,1.0,0,480x640x3,0,0.0,0.0,
1781523985.116,3,1,640,480,15.0,opencv,3,0,1,70,False,13.847,13.847,0.0,13.847,0.0,61.8,52.1,54.2,0x0,ok,3.6,29.725,11.274,0.0,44.99,21721.214,1.723,1.0,0,480x640x3,0,0.0,0.0,
1781523986.149,4,1,640,480,15.0,opencv,3,0,1,70,False,14.381,14.381,0.0,14.381,0.0,69.4,52.4,54.8,0x0,ok,3.776,40.134,11.199,0.0,55.496,24992.433,1.666,1.0,0,480x640x3,0,0.0,0.0,
1781523987.13,5,1,640,480,15.0,opencv,3,0,1,70,False,13.678,13.678,0.0,13.678,0.0,71.8,52.2,55.8,0x0,ok,3.769,42.941,13.377,0.0,60.47,23758.75,1.736,1.0,0,480x640x3,0,0.0,0.0,
1781523988.148,6,1,640,480,15.0,opencv,3,0,1,70,False,14.396,14.396,0.0,14.396,0.0,70.4,52.4,55.8,0x0,ok,3.741,39.294,11.195,0.0,54.621,24119.167,1.789,1.0,0,480x640x3,0,0.0,0.0,
1781523989.163,7,1,640,480,15.0,opencv,3,0,1,70,False,14.187,14.187,0.0,14.187,0.0,63.1,52.3,55.8,0x0,ok,3.691,28.394,11.413,0.0,43.894,32903.633,1.788,1.0,0,480x640x3,0,0.0,0.0,
1781523990.115,8,1,640,480,15.0,opencv,3,0,1,70,False,13.866,13.866,0.0,13.866,0.0,61.5,52.2,55.8,0x0,ok,3.725,28.999,11.677,0.0,44.807,27294.25,1.898,1.0,0,480x640x3,0,0.0,0.0,
1781523991.131,9,1,640,480,15.0,opencv,3,0,1,70,False,14.622,14.622,0.0,14.622,0.0,61.8,52.4,56.4,0x0,ok,3.617,29.855,11.287,0.0,45.156,22312.367,1.732,1.0,0,480x640x3,0,0.0,0.0,
1781523992.15,10,1,640,480,15.0,opencv,3,0,1,70,False,14.366,14.366,0.0,14.366,0.0,61.5,52.3,56.4,0x0,ok,3.638,29.571,11.227,0.0,44.83,23294.267,1.678,1.0,0,480x640x3,0,0.0,0.0,
