timestamp,second,camera_index,width,height,target_fps,mode,infer_skip,model_complexity,max_num_hands,jpeg_quality,video_enabled,camera_fps,process_fps,infer_fps,ws_fps,mjpeg_fps,cpu_percent,memory_mb,temp_c,throttled_raw,throttled_flags,read_ms,preprocess_ms,inference_ms,encode_ms,loop_ms,area,scale,motion,clients,frame_shape,hand_detected,landmark_count,pinch_distance,confidence
1781523969.896,1,1,640,480,10.0,opencv,3,0,1,70,False,10.37,10.37,0.0,10.37,0.0,37.4,52.1,50.5,0x0,ok,3.757,31.063,11.725,0.0,46.944,7315.5,1.0,1.0,0,480x640x3,0,0.0,0.0,
1781523970.897,2,1,640,480,10.0,opencv,3,0,1,70,False,9.418,9.418,0.0,9.418,0.0,45.9,52.1,51.0,0x0,ok,3.798,30.263,12.481,0.0,46.955,61793.9,1.753,1.0,0,480x640x3,0,0.0,0.0,
1781523971.897,3,1,640,480,10.0,opencv,3,0,1,70,False,9.421,9.421,0.0,9.421,0.0,45.5,52.1,50.5,0x0,ok,3.859,30.728,11.746,0.0,46.759,5770.8,0.908,1.0,0,480x640x3,0,0.0,0.0,
1781523972.914,4,1,640,480,10.0,opencv,3,0,1,70,False,9.272,9.272,0.0,9.272,0.0,50.4,52.0,52.1,0x0,ok,3.917,36.922,12.2,0.0,53.457,12315.25,1.015,1.0,0,480x640x3,0,0.0,0.0,
1781523973.914,5,1,640,480,10.0,opencv,3,0,1,70,False,9.273,9.273,0.0,9.273,0.0,53.1,52.2,51.5,0x0,ok,3.911,40.478,11.589,0.0,56.382,32820.45,1.622,1.0,0,480x640x3,0,0.0,0.0,
1781523974.914,6,1,640,480,10.0,opencv,3,0,1,70,False,9.27,9.27,0.0,9.27,0.0,53.9,52.1,52.1,0x0,ok,3.846,44.692,11.598,0.0,60.528,79947.9,1.823,1.0,0,480x640x3,0,0.0,0.0,
1781523975.904,7,1,640,480,10.0,opencv,3,0,1,70,False,9.356,9.356,0.0,9.356,0.0,44.9,52.2,52.6,0x0,ok,3.897,35.019,11.963,0.0,51.288,49413.0,1.687,1.0,0,480x640x3,0,0.0,0.0,
1781523976.903,8,1,640,480,10.0,opencv,3,0,1,70,False,9.373,9.373,0.0,9.373,0.0,40.4,51.9,52.1,0x0,ok,3.799,30.353,11.875,0.0,46.429,18292.6,1.415,0.8,0,480x640x3,0,0.0,0.0,
1781523977.902,9,1,640,480,10.0,opencv,3,0,1,70,False,9.372,9.372,0.0,9.372,0.0,39.1,51.9,52.6,0x0,ok,3.789,29.249,10.991,0.0,44.402,120.25,0.6,0.0,0,480x640x3,0,0.0,0.0,
