timestamp,second,camera_index,width,height,target_fps,mode,infer_skip,model_complexity,max_num_hands,jpeg_quality,video_enabled,camera_fps,process_fps,infer_fps,ws_fps,mjpeg_fps,cpu_percent,memory_mb,temp_c,throttled_raw,throttled_flags,read_ms,preprocess_ms,inference_ms,encode_ms,loop_ms,area,scale,motion,clients,frame_shape,hand_detected,landmark_count,pinch_distance,confidence
1781519459.534,1,0,320,240,10.0,opencv,3,0,1,70,False,8.208,8.208,0.0,8.208,0.0,14.2,48.2,46.2,0x0,ok,99.996,14.558,4.904,0.0,119.621,0.0,0.6,0.0,0,240x320x3,0,0.0,0.0,
1781519460.495,2,0,320,240,10.0,opencv,3,0,1,70,False,7.572,7.572,0.0,7.572,0.0,22.2,48.4,46.2,0x0,ok,86.617,15.231,5.234,0.0,107.261,0.0,0.6,0.0,0,240x320x3,0,0.0,0.0,
1781519461.435,3,0,320,240,10.0,opencv,3,0,1,70,False,7.885,7.885,0.0,7.885,0.0,21.4,48.6,46.2,0x0,ok,90.086,12.343,3.706,0.0,106.285,0.0,0.6,0.0,0,240x320x3,0,0.0,0.0,
1781519462.547,4,0,320,240,10.0,opencv,3,0,1,70,False,8.098,8.098,0.0,8.098,0.0,21.7,48.6,46.7,0x0,ok,91.564,19.895,3.94,0.0,115.549,0.0,0.6,0.0,0,240x320x3,0,0.0,0.0,
1781519463.499,5,0,320,240,10.0,opencv,3,0,1,70,False,7.542,7.542,0.0,7.542,0.0,22.1,48.6,46.2,0x0,ok,80.957,20.002,4.331,0.0,105.446,0.0,0.6,0.0,0,240x320x3,0,0.0,0.0,
1781519464.456,6,0,320,240,10.0,opencv,3,0,1,70,False,7.839,7.839,0.0,7.839,0.0,12.2,48.6,46.2,0x0,ok,91.717,9.877,3.395,0.0,105.13,0.0,0.6,0.0,0,240x320x3,0,0.0,0.0,
1781519465.542,7,0,320,240,10.0,opencv,3,0,1,70,False,8.147,8.147,0.0,8.147,0.0,18.5,48.6,45.6,0x0,ok,89.49,14.802,5.045,0.0,109.507,0.0,0.6,0.0,0,240x320x3,0,0.0,0.0,
1781519466.502,8,0,320,240,10.0,opencv,3,0,1,70,False,7.515,7.515,0.0,7.515,0.0,19.9,48.6,46.2,0x0,ok,86.665,14.812,5.012,0.0,106.66,0.0,0.6,0.0,0,240x320x3,0,0.0,0.0,
1781519467.469,9,0,320,240,10.0,opencv,3,0,1,70,False,7.785,7.785,0.0,7.785,0.0,20.0,48.6,45.6,0x0,ok,87.028,14.886,5.025,0.0,107.108,0.0,0.6,0.0,0,240x320x3,0,0.0,0.0,
1781519468.549,10,0,320,240,10.0,opencv,3,0,1,70,False,8.125,8.125,0.0,8.125,0.0,19.7,48.6,46.2,0x0,ok,86.529,14.613,4.936,0.0,106.245,0.0,0.6,0.0,0,240x320x3,0,0.0,0.0,
