timestamp,second,camera_index,width,height,target_fps,mode,infer_skip,model_complexity,max_num_hands,jpeg_quality,video_enabled,camera_fps,process_fps,infer_fps,ws_fps,mjpeg_fps,cpu_percent,memory_mb,temp_c,throttled_raw,throttled_flags,read_ms,preprocess_ms,inference_ms,encode_ms,loop_ms,area,scale,motion,clients,frame_shape,hand_detected,landmark_count,pinch_distance,confidence
1781519539.475,1,0,640,480,10.0,opencv,3,0,1,70,True,8.769,8.769,0.0,8.769,8.769,32.6,52.6,52.6,0x0,ok,53.974,41.163,10.568,14.505,120.584,483.278,0.6,0.0,0,480x640x3,0,0.0,0.0,
1781519540.541,2,0,640,480,10.0,opencv,3,0,1,70,True,8.232,8.232,0.0,8.232,8.232,43.7,51.9,52.6,0x0,ok,49.575,37.516,10.439,14.596,112.542,0.0,0.6,0.0,0,480x640x3,0,0.0,0.0,
1781519541.505,3,0,640,480,10.0,opencv,3,0,1,70,True,7.569,7.569,0.0,7.569,7.569,40.5,52.5,52.6,0x0,ok,57.288,28.956,10.923,16.015,113.642,0.0,0.6,0.0,0,480x640x3,0,0.0,0.0,
1781519542.465,4,0,640,480,10.0,opencv,3,0,1,70,True,7.871,7.871,0.0,7.871,7.871,41.4,51.9,53.2,0x0,ok,57.177,28.968,10.917,15.218,112.739,0.0,0.6,0.0,0,480x640x3,0,0.0,0.0,
1781519543.577,5,0,640,480,10.0,opencv,3,0,1,70,True,8.044,8.044,0.0,8.044,8.044,40.8,52.8,52.6,0x0,ok,58.674,30.111,11.315,15.79,116.368,0.0,0.6,0.0,0,480x640x3,0,0.0,0.0,
1781519544.505,6,0,640,480,10.0,opencv,3,0,1,70,True,7.566,7.566,0.0,7.566,7.566,42.3,52.6,53.2,0x0,ok,44.796,29.096,10.923,15.561,100.847,0.0,0.6,0.0,0,480x640x3,0,0.0,0.0,
1781519545.469,7,0,640,480,10.0,opencv,3,0,1,70,True,7.835,7.835,0.0,7.835,7.835,38.8,52.7,53.7,0x0,ok,57.743,28.885,10.907,15.242,113.243,0.0,0.6,0.0,0,480x640x3,0,0.0,0.0,
1781519546.549,8,0,640,480,10.0,opencv,3,0,1,70,True,8.178,8.178,0.0,8.178,8.178,38.8,52.2,53.7,0x0,ok,58.743,28.682,10.639,15.214,113.72,0.0,0.6,0.0,0,480x640x3,0,0.0,0.0,
1781519547.509,9,0,640,480,10.0,opencv,3,0,1,70,True,7.537,7.537,0.0,7.537,7.537,40.2,51.8,53.7,0x0,ok,57.49,29.156,10.768,15.272,113.161,0.0,0.6,0.0,0,480x640x3,0,0.0,0.0,
1781519548.501,10,0,640,480,10.0,opencv,3,0,1,70,True,7.671,7.671,0.0,7.671,7.671,39.6,52.8,53.7,0x0,ok,60.331,28.895,10.988,15.362,115.979,0.0,0.6,0.0,0,480x640x3,0,0.0,0.0,
